,text,target,target_new
304,With Reliance Jio announcing its own price hikes its worth taking another look at Bharti Airtel Pranav Bhavsar outlines why Bharti seems to be bestplaced to gain from market consolidation with a better return potential compared to Singtel,-0.1,0
305,and singtel decided to do maintenance works today hello my a levels tmr leh i need WIFI idc im asking my dad to change provider we have had wifi problems for the last 6 months that are still unresolved i thought competition wld make companies have better quality products,-0.7,0
306,Singtel Net Profit Drops 56 to S972 million in Q2 Join the discussion on  DigitalTransformation Telecommunications Telecompictwittercomppp36lSyhe,0,1
307,Singtel will invest 45 million over the next three years to help its 12600 local employees enhance their digital skills ,0.3,1
308,ohh okok kau duduk kat bilik yg boleh bawa hp ke tak Tu la aku kena cukupkan setahun dulu insyaallah la kalau ada rezeki lagi kat singtel berjumpalah kita ,-0.3,0
309,@Singtel wifi at home aint working in puggol area all device has been affected including wired and wireless devices,-0.6,0
310,Hi there sorry to hear of that Able to share with us more details of your concerns Were here to help,0.7,1
311,Hi there may I confirm if the payment is amount is at least 20 or more In addition the 1GB will be provided in the next billing cycle Hope this clarifies,0,1
312,Mark Chong to Lead Technology Strategy Across Singtel  Subsidiaries as New Group CTO Join the discussion on  DigitalTransformation Telecommunications Telecompictwittercomnd1EG6ydHs,0.6,1
313,Trading Journal As of 13 Sep 2019 Here is this weeks updateLong Positions Stopped OutSingtel SGSingtel Daily ChartTrade was entered at 323 and exited ,-0.6,0
314,Cb rank drop sial cos of this stupid singtel wifi @Singtel,-0.8,0
315,Stupid singtel wifi is being a fucking bitch right now fucking hell,-0.9,0
316,Singtel associate Airtel Vodafone to hike mobile tariffs in India shares rally  The Straits Times,0,1
317,Circles life handphone planOr Singtel GOMOor whatAny Singapore twitter guru on thisToo lazy to research Also cannot tell who is telling truth Anecdotes negatives stories makes me have analysis paralysis too,-0.1,0
318,Plus we have 2 promoterssponsors can get from singtel and another from livenation ha ha ha,0.2,1
319,Webinar Building a New Generation of Composable Intelligent and Automated Edge Platforms with @ihabtarazi  Chris Nicholl @ADVAOpticalNews and @singtel 5G @dellnetworking @delltech @intel iwork4dell pictwittercom1wZzwOX4fC,0.8,1
320,@SingtelSupport @StanChartHelp My SG SC Spree card was added in SingTel Dash long time back and using it regularly Yesterday a fraud Transaction happened and used 10 on my card by topping up SingTel Dash The only reason this fraud happened is becoz Dash a,-0.8,0
321,Idea is owned by Vodafone of UK ForeignAirtel is owned by Singtel of Singapore ForeignJio is owned by Reliance of India IndianEk akela motabhai bade bado par bhari ,-0.3,0
322,I miss singtel ,0.1,1
323,Singtel posts first ever quarterly loss on Bharti Airtel provision  ,-0.1,0
324,I missed my old days when i worked in singtel Singapore  days  Missed it really  That was a good time when  i met my Ah ,-0.1,0
325,Hi there saw your tweet We are concerned to learn that you are experiencing connectivity issues  Able to share if it still persists And if so are you referring to home broadband or public Singtel WiFi,0,1
326,WHY IS SINGTEL WIFI DOWN AT THE MOST CRUCIAL TIME OMG,-0.4,0
327,Global WiFi Analytics Market by Component Application Region End Use Forecast to 2024Download PDF@ @PurpleWiFi @cloud4wi @Fortinet @ruckusnetworks @ExtremeNetworks @Yelp @Singtel @SpotOn @elevensoftware @aislelabs @Flameanalytics @AptiloNetworks,0.8,1
328,And Im also going to contact Credit Bureau Singapore as a proactive measure to protect myself if Singtel wonders why my bill isnt paid,0.4,1
329,We hear you on this as we do not have visibility on your account details Ive followed you  able to drop me a DM with the Registered Subscribers full name Singtel account number and contact details Well check on this further,-0.2,0
330,Singtel posts first ever quarterly loss on Bharti Airtel provision pictwittercomwIGGt2Bl8z,-0.1,0
331,@subaruusa @Petronasbrands Cadbury @Singtel AIS Google and more appear in this months list of the top ad video on YouTube pictwittercom4BWDpIV34x,0,1
332,The SupremeCourt ruling on adjusted gross revenue AGR has not just hit the Indian telecom firms hard but has eroded the profits of their foreign partners as well with the latest casualty being Airtels joint venture JV partner SingtelPhoto IANS pictwittercomd42omFTW78,-0.5,0
333,Once the taxpayers fund the VRS then actually there is no need to sell Management contract can be leased to a company like SingTel and government can enjoy revenue share But ofcourse thats not the plan This is all being done for he who cannot be named,-0.5,0
334,the singtel mobile customer that youve reached is not available your number will be sent by sms to the customer goodbye ,-0.7,0
335,Woman loses 300k to Singtel customer service caller helping her solve WiFi connectivity problem ,-0.9,0
336,We are assessing how eSIMs will impact customers user experience  More information will be given if we are launching this new service 22,0,1
337,I would like to sincerely thank you for taking the time to share your valuable feedback with us and we know that waiting sometimes can be frustrating 12,0.8,1
338,@Singtel Youre Good Service Provider All Know That And In SG All Mostly All Peoples Using iPhones So U Have To Must Launch The ESim Facility For Your Customers Ur Not Provided This Service Thats Why You Lose The Customers Like Me Please Look Into It Thank,-0.2,0
339,Singtel associate Airtel Vodafone to hike mobile tariffs in India shares rally ,0,1
340,Singtel associate Airtel Vodafone to hike mobile tariffs in India shares rally ,0,1
341,Analysts mixed on Singtel as Bharti provision mars 2Q resultsRead more,0,1
342,APAC @YouTube Ads Leaderboard Subaru Petronas Cadbury Singtel AIS Google and more appear in this months list of top video ads pictwittercomEs3PQTCdlq,-0.6,0
343,SingTel internet down,0,1
344,At least 40 companies from superapp Grab to telecoms giant Singtel are considering applying for Singapores first batch of digital banking licenses,0.1,1
345,Wonderful performance by @airtelindia in SiliconValley of @incredibleindia@singtel should be very proud of their investment destination overseas@DoTIndia @TRAIpictwittercomcgPPd9DPyA,0.9,1
346,Available ba even nakaprepaid Kasi if yes bili na lang ako ng prepaid sim for singtel hahahaha Nakapostpaid kasi ako sa Starhub KissesDelavin,0.3,1
347,Ask nyo rin po sa StarHub Dati dun ako subscribe for tfc eh Pero mas ok kasi promo ng Singtel gma and tfc sa 1 bundle KissesDelavin DonKiss,0,1
348,Hi using r u using Singtel can give me 5mins pictwittercom3SMN8Ziawv,0.1,1
349,It is unfortunate that a panIndia private TSP  @airtelindia  with investments from premier International ones like @Singtel is not able to give a graceful bandwidth even in the SiliconValley of @incredibleindia@DoTIndia @TRAIpictwittercom6T5Q3cWqTd,-0.5,0
350,GMA Pinoy TV May bundle po sa singtel with TFC KissesDelavin DonKiss,0.2,1
351,Singtel1000130,0,1
352,Singtel shocks investors as it posts Q2 loss of 491 mln vs 490 mln PAT Q2 last yr mostly on Bharti Airtels tax issues Singtel owns 352 stake in Bharti Airtel  Singtels Q1 PAT stood at 398 mln @CNBCAwaaz @CNBCBajar @SumitResearch @hemantghai @YatinMota,-0.6,0
353,yall i exceeded my singtel databy 02gb how much must i pay ah,0.3,1
354,why starhub and singtel keep reusing old number sia cb i sign up for grab all before then it was automatically logged in from an old user wtf,-0.8,0
355,Ericsson and Singtel claim APAC LAA record Join the discussion on  DigitalTransformation Telecommunications TelecompictwittercomBx2l3gdDrR,0.4,1
356,JSQUARED Free Apple Pie with Any Purchase at McDonalds Singtel Customers ,0.6,1
357,An investor in @airtelindia Singapore telecom operator @Singtels results were negatively affected by an Indian Supreme Court decision that had the practical effect of raising back taxes on nontelecom revenues of telecom operators ,-0.1,0
358,The 5G Garage a first of its kind collaboration with @Singtel @ericsson and @SingaporePoly is a driving force in achieving Singapores vision of a Smart Nation Read to learn how this hub is growing and testing the capabilities of 5G  LabToFieldpictwittercomNycpwK5cfQ,0.3,1
359,Congratulations to our partners @Singtel and @TeliaSverige @teliafinland on winning the Broadband Pioneer Award and Best Wholesale Operator Award respectively at the 2019 World Communication Awards in London pictwittercomYSKhZm7yHn,0.9,1
360,singtelSIMsingtel1010MRT pictwittercompPRNDqZ50J,0,1
361,Hey there saw your tweet Scheduling of programmes would be determined by the content provider Rest assured that we have raised this issue to the content provider to look into this and for their immediate attention,0,1
362,If only this explaination comes together with a first row seat  There is definitely some internal dealings going on with the sale I hope you Singtel reports this to those in charge and get @OneProductionSG and @APACTix to explain to us why the 1st 4 rows are not being sold,-0.4,0
363,@SingTelmioTV Why doesnt Astro Ria airs Cemburu Seorang Perempuan on 7pm slot Mon  Fri,-0.3,0
364, Jio    Entry       Half        Watt  ,-0.1,0
365,            3520    @Singtel@airtelindia,0,1
366,What else can we expect from @airtelindia @airtelindia they never care about customers So if @Singtel is a partner they have to bear this loss,-0.8,0
367,Singtel posts first ever quarterly loss of SGD 668 million on Bharti Airtel provision,-0.2,0
368,RT @ANI RT @anidigital Singtel posts first ever quarterly loss of SGD 668 million on Bharti Airtel provisionRead @ANI story  pictwittercomMJuBAAKkmv,-0.3,0
369,RT anidigital Singtel posts first ever quarterly loss of SGD 668 million on Bharti Airtel provisionRead ANI story   pictwittercomnH0xY1G5Zf PMOIndia xenoh,-0.2,0
370,Singtel posts first ever quarterly loss of SGD 668 million on Bharti Airtel provisionpictwittercomXO2Ee5UH2Q,-0.2,0
371,Singtel posts first ever quarterly loss of SGD 668 million on Bharti Airtel provisionRead @ANI story  pictwittercomUxnB1HWO75,-0.3,0
