,has_media,hashtags,img_urls,is_replied,is_reply_to,likes,links,parent_tweet_id,replies,reply_to_users,retweets,screen_name,text,text_html,timestamp,timestamp_epochs,tweet_id,tweet_url,user_id,username,video_url,label
114,FALSE,[],[],FALSE,TRUE,0,[],1.21E+18,0,"[{'screen_name': 'alt__z', 'user_id': '44589569'}]",0,M1Singapore,"You're most welcome.

Feel free to get in touch with us if you need other assistance. Have a great evening and Happy New Year! - Rina","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">You're most welcome.

Feel free to get in touch with us if you need other assistance. Have a great evening and Happy New Year! - Rina</p>",27-12-2019 12.52,1577451129,1.21E+18,/M1Singapore/status/1210543891168010246,1.10E+18,M1,,1
115,FALSE,[],[],TRUE,TRUE,0,[],1.21E+18,1,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,alt__z,thanks!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">thanks!</p>",27-12-2019 12.37,1577450257,1.21E+18,/alt__z/status/1210540236997984256,44589569,z,,1
116,FALSE,[],[],TRUE,TRUE,0,['https://onelogin.m1.com.sg/auth2/updateaccount/changepassword.jsp'],1.21E+18,1,"[{'screen_name': 'alt__z', 'user_id': '44589569'}]",0,M1Singapore,"you can reset your password at https://onelogin.m1.com.sg/auth2/updateaccount/changepassword.jsp … or click on Manage My Account portal on our website and select ""Forgot Password"" to reset your password. - Rina","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">you can reset your password at <a class=""twitter-timeline-link"" data-expanded-url=""https://onelogin.m1.com.sg/auth2/updateaccount/changepassword.jsp"" dir=""ltr"" href=""https://t.co/KAdrkw3wJv"" rel=""nofollow noopener"" target=""_blank"" title=""https://onelogin.m1.com.sg/auth2/updateaccount/changepassword.jsp""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">onelogin.m1.com.sg/auth2/updateac</span><span class=""invisible"">count/changepassword.jsp</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> or click on Manage My Account portal on our website and select ""Forgot Password"" to reset your password. - Rina</p>",27-12-2019 12.35,1577450142,1.21E+18,/M1Singapore/status/1210539754535751682,1.10E+18,M1,,0
117,FALSE,[],[],TRUE,FALSE,0,['http://m1.com.sg'],,1,[],0,alt__z,"@M1Singapore Hi, been looking around the account but cant seem to find a way to change my password on http://m1.com.sg ?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> Hi, been looking around the account but cant seem to find a way to change my password on <a class=""twitter-timeline-link"" data-expanded-url=""http://m1.com.sg"" dir=""ltr"" href=""https://t.co/MnFVyqKvB5"" rel=""nofollow noopener"" target=""_blank"" title=""http://m1.com.sg""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">m1.com.sg</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>?</p>",27-12-2019 12.33,1577450030,1.21E+18,/alt__z/status/1210539284702191618,44589569,z,,0
118,FALSE,[],[],FALSE,TRUE,0,[],1.21E+18,0,"[{'screen_name': 'urschk', 'user_id': '616176453'}]",0,M1Singapore,"@urschk, oh no  Can we check if the issue persists even after turning off and on your handset and if this is happening at a specific location only? - June","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""616176453"" dir=""ltr"" href=""/urschk""><s>@</s><b>urschk</b></a>, oh no <img alt=""😞"" aria-label=""Emoji: Disappointed face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f61e.png"" title=""Disappointed face""/> Can we check if the issue persists even after turning off and on your handset and if this is happening at a specific location only? - June</p>",24-12-2019 17.11,1577207480,1.21E+18,/M1Singapore/status/1209521953117294592,1.10E+18,M1,,0
119,FALSE,[],[],FALSE,FALSE,0,['https://m1speedtest.m1net.com.sg/'],,0,[],0,vivektilgule,Check out my Speedtest results! 119.6 Mbps down and 92.7 Mbps up. How do your speeds compare? https://m1speedtest.m1net.com.sg/  @M1Singapore  Poor speed. Claim 1GBPS but actual speed is around 10%. Expect atleast 300 on wifi,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Check out my Speedtest results! 119.6 Mbps down and 92.7 Mbps up. How do your speeds compare? <a class=""twitter-timeline-link"" data-expanded-url=""https://m1speedtest.m1net.com.sg/"" dir=""ltr"" href=""https://t.co/0HtYYWGpYr"" rel=""nofollow noopener"" target=""_blank"" title=""https://m1speedtest.m1net.com.sg/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">m1speedtest.m1net.com.sg</span><span class=""invisible"">/</span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a>  Poor speed. Claim 1GBPS but actual speed is around 10%. Expect atleast 300 on wifi</p>",21-12-2019 11.53,1576929191,1.21E+18,/vivektilgule/status/1208354727076827137,137780354,Vivek Tilgule,,0
120,FALSE,[],[],FALSE,TRUE,1,[],1.21E+18,0,"[{'screen_name': 'lh374', 'user_id': '35530722'}, {'screen_name': 'mrbrown', 'user_id': '574253'}, {'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,Alfred_Loo,"Almost all customer premise equipment, consumer and commercial in SG is Huawei.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Almost all customer premise equipment, consumer and commercial in SG is Huawei.</p>",21-12-2019 5.37,1576906673,1.21E+18,/Alfred_Loo/status/1208260276769812481,346638576,Alfred Loo,,1
121,FALSE,[],[],TRUE,TRUE,1,[],1.21E+18,1,"[{'screen_name': 'mrbrown', 'user_id': '574253'}, {'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,tanandre,Plot twist: it was sent by “a Huawei agent”,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Plot twist: it was sent by “a Huawei agent”</p>",21-12-2019 4.18,1576901895,1.21E+18,/tanandre/status/1208240236326572033,20712985,Andre,,1
122,FALSE,[],[],FALSE,TRUE,1,[],1.21E+18,0,"[{'screen_name': 'mrbrown', 'user_id': '574253'}]",0,M1Singapore,We are trying to reply to you through direct message. Please follow us on twitter so that our direct messages reach you.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">We are trying to reply to you through direct message. Please follow us on twitter so that our direct messages reach you.</p>",20-12-2019 15.40,1576856450,1.21E+18,/M1Singapore/status/1208049628664475649,1.10E+18,M1,,0
123,FALSE,[],[],TRUE,TRUE,0,[],1.21E+18,1,"[{'screen_name': 'mrbrown', 'user_id': '574253'}, {'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,lh374,I can’t help noticing the Huawei brand.  SingTel uses them too.  Good luck!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I can’t help noticing the Huawei brand.  SingTel uses them too.  Good luck!</p>",20-12-2019 14.44,1576853083,1.21E+18,/lh374/status/1208035507894140929,35530722,Warren Hua,,1
124,FALSE,[],[],TRUE,TRUE,1,[],1.21E+18,1,"[{'screen_name': 'mrbrown', 'user_id': '574253'}, {'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,farhanishak,Horror of horrors if they had hooked on to the 4G mobile for the whole day...,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Horror of horrors if they had hooked on to the 4G mobile for the whole day...</p>",20-12-2019 13.35,1576848900,1.21E+18,/farhanishak/status/1208017961744650240,33784728,farhan ‘ilovekopi’ ishak,,0
125,TRUE,[],['https://pbs.twimg.com/media/EMO9RaSU0AEE19o.jpg'],TRUE,FALSE,39,[],,5,[],0,mrbrown,"I want to thank @M1Singapore for sending someone over today to replace my modem and restore fibre broadband to my home, that was down since yesterday. Another day and my kids would descend into savagery. pic.twitter.com/w3MD0ba8nb","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I want to thank <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> for sending someone over today to replace my modem and restore fibre broadband to my home, that was down since yesterday. Another day and my kids would descend into savagery. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/w3MD0ba8nb"">pic.twitter.com/w3MD0ba8nb</a></p>",20-12-2019 13.32,1576848729,1.21E+18,/mrbrown/status/1208017243876933633,574253,mrbrown,,1
126,FALSE,[],[],FALSE,TRUE,0,[],1.21E+18,0,"[{'screen_name': 'zhusu', 'user_id': '79714172'}, {'screen_name': 'SingtelSupport', 'user_id': '628070803'}]",0,RipplePandaXRP,@M1Singapore,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""und""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a></p>",19-12-2019 4.44,1576730698,1.21E+18,/RipplePandaXRP/status/1207522184156995584,9.68E+17,🐼PandaRippleXRP🐼,,1
127,TRUE,"['outage', 'M1', 'Singapore', 'Singapore', 'm1singapore', 'M1down', 'M1outage', '新加坡', 'nightpic']",['https://pbs.twimg.com/media/EL7cfAxWoAEjPWn.jpg'],FALSE,FALSE,0,['https://internet.fing.com/provider/M1/SG/?utm_source=alert&utm_medium=twitter&utm_campaign=dropdetect'],,0,[],0,outagedetect," Considerable Internet #outage ended: #M1 in #Singapore since 2:20 AM resolved after 10 min, impacting #Singapore
 Live map and analysis
 https://internet.fing.com/provider/M1/SG/?utm_source=alert&utm_medium=twitter&utm_campaign=dropdetect …

Retweet if resolved for you as well
#m1singapore #M1down #M1outage # M1up #新加坡 #nightpic.twitter.com/lgPTOWPB74","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><img alt=""🆗"" aria-label=""Emoji: Squared ok"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f197.png"" title=""Squared ok""/> Considerable Internet <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/outage?src=hash""><s>#</s><b>outage</b></a> ended: <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/M1?src=hash""><s>#</s><b>M1</b></a> in <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Singapore?src=hash""><s>#</s><b>Singapore</b></a> since 2:20 AM resolved after 10 min, impacting <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Singapore?src=hash""><s>#</s><b>Singapore</b></a>
<img alt=""🇸🇬"" aria-label=""Emoji: Flag of Singapore"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f1f8-1f1ec.png"" title=""Flag of Singapore""/> Live map and analysis
<img alt=""👉"" aria-label=""Emoji: Right pointing backhand index"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f449.png"" title=""Right pointing backhand index""/> <a class=""twitter-timeline-link"" data-expanded-url=""https://internet.fing.com/provider/M1/SG/?utm_source=alert&amp;utm_medium=twitter&amp;utm_campaign=dropdetect"" dir=""ltr"" href=""https://t.co/ms4X7bpHgA"" rel=""nofollow noopener"" target=""_blank"" title=""https://internet.fing.com/provider/M1/SG/?utm_source=alert&amp;utm_medium=twitter&amp;utm_campaign=dropdetect""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">internet.fing.com/provider/M1/SG</span><span class=""invisible"">/?utm_source=alert&amp;utm_medium=twitter&amp;utm_campaign=dropdetect</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>

Retweet if resolved for you as well
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/m1singapore?src=hash""><s>#</s><b><strong>m1singapore</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/M1down?src=hash""><s>#</s><b>M1down</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/M1outage?src=hash""><s>#</s><b>M1outage</b></a> # M1up <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E6%96%B0%E5%8A%A0%E5%9D%A1?src=hash""><s>#</s><b>新加坡</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/night?src=hash""><s>#</s><b>night</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/lgPTOWPB74"">pic.twitter.com/lgPTOWPB74</a></p>",16-12-2019 18.36,1576521364,1.21E+18,/outagedetect/status/1206644177049661445,1.12E+18,Fing Internet Alert,,0
128,TRUE,"['outage', 'M1', 'Singapore', 'Singapore', 'm1singapore', 'M1down', 'M1outage', 'nointernet', '新加坡', 'nightpic']",['https://pbs.twimg.com/media/EL7bVvEXUAYhpsY.jpg'],FALSE,FALSE,1,['https://internet.fing.com/provider/M1/SG/?utm_source=alert&utm_medium=twitter&utm_campaign=dropdetect'],,0,[],1,outagedetect," Considerable Internet #outage detected: #M1 in #Singapore since 2:20 AM, impacting #Singapore
 Live map and analysis
 https://internet.fing.com/provider/M1/SG/?utm_source=alert&utm_medium=twitter&utm_campaign=dropdetect …

Retweet if down for you too
#m1singapore #M1down #M1outage #nointernet #新加坡 #nightpic.twitter.com/CDA9onQe19","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><img alt=""⚡"" aria-label=""Emoji: High voltage sign"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/26a1.png"" title=""High voltage sign""/> Considerable Internet <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/outage?src=hash""><s>#</s><b>outage</b></a> detected: <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/M1?src=hash""><s>#</s><b>M1</b></a> in <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Singapore?src=hash""><s>#</s><b>Singapore</b></a> since 2:20 AM, impacting <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Singapore?src=hash""><s>#</s><b>Singapore</b></a>
<img alt=""🇸🇬"" aria-label=""Emoji: Flag of Singapore"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f1f8-1f1ec.png"" title=""Flag of Singapore""/> Live map and analysis
<img alt=""👉"" aria-label=""Emoji: Right pointing backhand index"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f449.png"" title=""Right pointing backhand index""/> <a class=""twitter-timeline-link"" data-expanded-url=""https://internet.fing.com/provider/M1/SG/?utm_source=alert&amp;utm_medium=twitter&amp;utm_campaign=dropdetect"" dir=""ltr"" href=""https://t.co/ms4X7bpHgA"" rel=""nofollow noopener"" target=""_blank"" title=""https://internet.fing.com/provider/M1/SG/?utm_source=alert&amp;utm_medium=twitter&amp;utm_campaign=dropdetect""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">internet.fing.com/provider/M1/SG</span><span class=""invisible"">/?utm_source=alert&amp;utm_medium=twitter&amp;utm_campaign=dropdetect</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>

Retweet if down for you too
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/m1singapore?src=hash""><s>#</s><b><strong>m1singapore</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/M1down?src=hash""><s>#</s><b>M1down</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/M1outage?src=hash""><s>#</s><b>M1outage</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/nointernet?src=hash""><s>#</s><b>nointernet</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E6%96%B0%E5%8A%A0%E5%9D%A1?src=hash""><s>#</s><b>新加坡</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/night?src=hash""><s>#</s><b>night</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/CDA9onQe19"">pic.twitter.com/CDA9onQe19</a></p>",16-12-2019 18.31,1576521064,1.21E+18,/outagedetect/status/1206642918032846848,1.12E+18,Fing Internet Alert,,0
